Bandit,Reward,Algorithm
3,3.4399844499233097,Thompson Sampling
3,2.0064739763354975,Thompson Sampling
3,3.8100186762665285,Thompson Sampling
3,2.6458078753317418,Thompson Sampling
3,3.3298818596785305,Thompson Sampling
3,5.3650388712938994,Thompson Sampling
3,4.133798210713911,Thompson Sampling
3,3.8605589362414516,Thompson Sampling
3,4.779940171762077,Thompson Sampling
3,3.612691014137791,Thompson Sampling
3,6.141971488772342,Thompson Sampling
3,2.546442305354169,Thompson Sampling
3,4.30684412894721,Thompson Sampling
3,2.731129734998447,Thompson Sampling
3,3.791922267083811,Thompson Sampling
3,2.210644892747693,Thompson Sampling
3,4.074039266231416,Thompson Sampling
3,4.1781416025109905,Thompson Sampling
3,4.922815341905603,Thompson Sampling
3,3.4722958097452503,Thompson Sampling
3,4.588956027174193,Thompson Sampling
3,4.307818585002893,Thompson Sampling
3,4.090129582142129,Thompson Sampling
3,3.7505386822116655,Thompson Sampling
3,2.730588788252869,Thompson Sampling
3,2.070317792753146,Thompson Sampling
3,3.498823931223318,Thompson Sampling
3,4.733787357125053,Thompson Sampling
3,6.763492555552565,Thompson Sampling
3,3.480606850088815,Thompson Sampling
3,5.103024817318997,Thompson Sampling
3,4.576814163461235,Thompson Sampling
3,3.96437038890171,Thompson Sampling
3,4.094699322049245,Thompson Sampling
3,4.33506749712539,Thompson Sampling
3,3.9714302720888637,Thompson Sampling
3,2.891911130279757,Thompson Sampling
3,4.425450295476735,Thompson Sampling
3,5.854220596722684,Thompson Sampling
3,4.15776340128601,Thompson Sampling
3,2.8598815000888154,Thompson Sampling
3,3.1399354239021187,Thompson Sampling
3,2.8910869088943483,Thompson Sampling
3,5.016647605521093,Thompson Sampling
3,5.655409844714241,Thompson Sampling
3,5.3861168390758,Thompson Sampling
3,3.4453227340464903,Thompson Sampling
3,4.8929380806912794,Thompson Sampling
3,3.6376361563587913,Thompson Sampling
3,5.270975481467449,Thompson Sampling
3,5.142337625890373,Thompson Sampling
3,4.129567649520492,Thompson Sampling
3,3.3502878612291545,Thompson Sampling
3,3.909866655398008,Thompson Sampling
3,3.804203098834374,Thompson Sampling
3,3.166658389020171,Thompson Sampling
3,3.603282855471109,Thompson Sampling
3,4.059931068475411,Thompson Sampling
3,3.8958157600037158,Thompson Sampling
3,4.547773649339854,Thompson Sampling
3,2.644670088712445,Thompson Sampling
3,3.826141817846948,Thompson Sampling
3,3.7586217378056426,Thompson Sampling
3,3.843196284060542,Thompson Sampling
3,3.8811884033360844,Thompson Sampling
3,3.748247235318513,Thompson Sampling
3,3.6503843230522395,Thompson Sampling
3,3.847451441167761,Thompson Sampling
3,4.54654371392047,Thompson Sampling
3,4.495275882862442,Thompson Sampling
3,4.524590280174272,Thompson Sampling
3,4.372463315012277,Thompson Sampling
3,2.0168330654428157,Thompson Sampling
3,3.771353974071194,Thompson Sampling
3,4.968912181052493,Thompson Sampling
3,2.921569392233766,Thompson Sampling
3,4.641895771076641,Thompson Sampling
3,2.1362606927691603,Thompson Sampling
3,4.0436982057569875,Thompson Sampling
3,3.6293251478698916,Thompson Sampling
3,1.6997109755421556,Thompson Sampling
3,5.51248364269048,Thompson Sampling
3,3.81253023367625,Thompson Sampling
3,4.563111322785148,Thompson Sampling
3,4.484515981115328,Thompson Sampling
3,3.111413926581606,Thompson Sampling
3,5.6693245399444265,Thompson Sampling
3,4.131435133171007,Thompson Sampling
3,4.337679299695412,Thompson Sampling
3,4.2715485092634395,Thompson Sampling
3,3.9382273218257353,Thompson Sampling
3,3.244687094999237,Thompson Sampling
3,4.636260909398384,Thompson Sampling
3,4.47125502724704,Thompson Sampling
3,4.098293192341687,Thompson Sampling
3,3.658836367126357,Thompson Sampling
3,4.01821088286092,Thompson Sampling
3,3.9308002358692584,Thompson Sampling
3,4.776785862748009,Thompson Sampling
3,5.468404138634934,Thompson Sampling
3,3.617276091151924,Thompson Sampling
3,3.758659511850744,Thompson Sampling
3,4.244894823530367,Thompson Sampling
3,3.4555526351950974,Thompson Sampling
3,2.318296530442132,Thompson Sampling
3,4.323875319052176,Thompson Sampling
3,4.197412212716398,Thompson Sampling
3,3.4115583993665344,Thompson Sampling
3,4.073494798017186,Thompson Sampling
3,4.536151331225,Thompson Sampling
3,4.234761698924584,Thompson Sampling
3,6.836423427601906,Thompson Sampling
3,4.048637288419358,Thompson Sampling
3,4.384152697336057,Thompson Sampling
3,3.007598043919268,Thompson Sampling
3,1.5451897768340777,Thompson Sampling
3,5.453191749320959,Thompson Sampling
3,4.607527547002545,Thompson Sampling
3,3.141182656202016,Thompson Sampling
3,4.166375699792999,Thompson Sampling
3,4.7889298732716625,Thompson Sampling
3,3.821960795390978,Thompson Sampling
3,5.9295370866988275,Thompson Sampling
3,3.7921419690157956,Thompson Sampling
3,3.427684107505275,Thompson Sampling
3,3.250983830476197,Thompson Sampling
3,4.722762792634736,Thompson Sampling
3,3.2202074208134985,Thompson Sampling
3,3.8190770941526457,Thompson Sampling
3,4.595210224579061,Thompson Sampling
3,3.6939672805859876,Thompson Sampling
3,3.3777494736524547,Thompson Sampling
3,4.507082500120246,Thompson Sampling
3,5.117587108310766,Thompson Sampling
3,3.7349800930401926,Thompson Sampling
3,3.6616903592939303,Thompson Sampling
3,3.831438812246164,Thompson Sampling
3,3.632794186996687,Thompson Sampling
3,3.1192239746250627,Thompson Sampling
3,3.5862299825502433,Thompson Sampling
3,3.283835281972658,Thompson Sampling
3,4.661101043543398,Thompson Sampling
3,3.9634038830264573,Thompson Sampling
3,5.642847151641022,Thompson Sampling
3,3.2382566311989125,Thompson Sampling
3,3.100534582248354,Thompson Sampling
3,3.077149798517751,Thompson Sampling
3,6.2193583864759026,Thompson Sampling
3,4.450935699658762,Thompson Sampling
3,4.78590975961882,Thompson Sampling
3,5.308029014860131,Thompson Sampling
3,3.730854105483589,Thompson Sampling
3,3.1585400976534226,Thompson Sampling
3,3.49903084476237,Thompson Sampling
3,2.7759548320687855,Thompson Sampling
3,3.079266505228815,Thompson Sampling
3,3.2351098419301962,Thompson Sampling
3,3.255877954081873,Thompson Sampling
3,4.4030620271305345,Thompson Sampling
3,4.452818196047302,Thompson Sampling
3,2.959821823467468,Thompson Sampling
3,3.350626901148632,Thompson Sampling
3,6.428704545108589,Thompson Sampling
3,3.471698834043283,Thompson Sampling
3,3.3415680258267413,Thompson Sampling
3,4.516032836319762,Thompson Sampling
3,4.6682503426391495,Thompson Sampling
3,2.145214087265771,Thompson Sampling
3,6.467458141524744,Thompson Sampling
3,4.09362823277508,Thompson Sampling
3,4.501513192150325,Thompson Sampling
3,5.540178832123712,Thompson Sampling
3,4.174877758217191,Thompson Sampling
3,5.530308571023692,Thompson Sampling
3,4.820793246365536,Thompson Sampling
3,3.91558510112099,Thompson Sampling
3,3.9003980481164477,Thompson Sampling
3,3.571878336839327,Thompson Sampling
3,4.955354565167041,Thompson Sampling
3,4.570784740862673,Thompson Sampling
3,4.6528432086754945,Thompson Sampling
3,2.152825815526265,Thompson Sampling
3,5.0371421175488695,Thompson Sampling
3,4.311842169089257,Thompson Sampling
3,4.1311053807097045,Thompson Sampling
3,4.9175365137259375,Thompson Sampling
3,4.636827866709105,Thompson Sampling
3,4.581644891136346,Thompson Sampling
3,4.632995076740844,Thompson Sampling
3,2.7090030453231364,Thompson Sampling
3,4.015370017466822,Thompson Sampling
3,1.842116354933295,Thompson Sampling
3,5.69029561193003,Thompson Sampling
3,5.151466740564784,Thompson Sampling
3,4.093154410079106,Thompson Sampling
3,3.319321505139678,Thompson Sampling
3,3.835185747412052,Thompson Sampling
3,4.78564690925826,Thompson Sampling
3,3.6188758775087244,Thompson Sampling
3,3.37271009403242,Thompson Sampling
3,4.075472279454509,Thompson Sampling
3,5.022480210877484,Thompson Sampling
3,4.1321742573813145,Thompson Sampling
3,4.6904400974454585,Thompson Sampling
3,5.113591561084435,Thompson Sampling
3,6.61301066216452,Thompson Sampling
3,2.4578544794800394,Thompson Sampling
3,2.7551833006155597,Thompson Sampling
3,2.7085470418365523,Thompson Sampling
3,3.964967159856228,Thompson Sampling
3,5.047134037212524,Thompson Sampling
3,6.325894820974351,Thompson Sampling
3,3.263124992984206,Thompson Sampling
3,3.3455732365370903,Thompson Sampling
3,2.0751306773607636,Thompson Sampling
3,2.74788114446579,Thompson Sampling
3,4.219579860726771,Thompson Sampling
3,3.3017839872439794,Thompson Sampling
3,5.800268645747281,Thompson Sampling
3,4.4536746334061315,Thompson Sampling
3,5.58948613923783,Thompson Sampling
3,5.8264656655335605,Thompson Sampling
3,5.124813603826717,Thompson Sampling
3,3.364386353025708,Thompson Sampling
3,6.185664991819992,Thompson Sampling
3,3.5104027067478976,Thompson Sampling
3,2.9854437358245596,Thompson Sampling
3,3.3424197974570573,Thompson Sampling
3,2.4938543596887217,Thompson Sampling
3,2.3875970473334336,Thompson Sampling
3,4.579895630324145,Thompson Sampling
3,4.322233895037664,Thompson Sampling
3,4.758226759723302,Thompson Sampling
3,4.756604438518075,Thompson Sampling
3,4.539330144346174,Thompson Sampling
3,4.23250526614684,Thompson Sampling
3,2.5512179753110598,Thompson Sampling
3,5.913403157368779,Thompson Sampling
3,3.706000365296609,Thompson Sampling
3,3.602919088247658,Thompson Sampling
3,5.514968083165527,Thompson Sampling
3,4.423334939329689,Thompson Sampling
3,3.771410463180094,Thompson Sampling
3,1.9153327156701137,Thompson Sampling
3,3.441601356365144,Thompson Sampling
3,4.785493065174648,Thompson Sampling
3,5.435568370684656,Thompson Sampling
3,4.482088195455597,Thompson Sampling
3,5.465456305227267,Thompson Sampling
3,3.328074357564858,Thompson Sampling
3,2.084310926056772,Thompson Sampling
3,3.195596255228752,Thompson Sampling
3,5.218582014266953,Thompson Sampling
3,4.46339192016252,Thompson Sampling
3,5.40588562182868,Thompson Sampling
3,6.132186094531576,Thompson Sampling
3,2.2731790095173086,Thompson Sampling
3,3.7890632672850844,Thompson Sampling
3,3.521040085858922,Thompson Sampling
3,3.2749456187262544,Thompson Sampling
3,2.55129283604963,Thompson Sampling
3,4.541166055608703,Thompson Sampling
3,3.72586450901497,Thompson Sampling
3,3.0860132333377095,Thompson Sampling
3,3.857500368949277,Thompson Sampling
3,4.185724100649423,Thompson Sampling
3,3.3529218800301677,Thompson Sampling
3,6.143709135029227,Thompson Sampling
3,3.9825943642273667,Thompson Sampling
3,4.462985595135777,Thompson Sampling
3,5.045538394620776,Thompson Sampling
3,4.076670740398335,Thompson Sampling
3,4.380583609039703,Thompson Sampling
3,2.8769936723894363,Thompson Sampling
3,3.425507266626904,Thompson Sampling
3,3.655692472165378,Thompson Sampling
3,5.46805586716347,Thompson Sampling
3,3.1234030998310365,Thompson Sampling
3,6.011069245922115,Thompson Sampling
3,2.7508617451265893,Thompson Sampling
3,5.040242547610783,Thompson Sampling
3,2.8046508278478353,Thompson Sampling
3,2.906638116091181,Thompson Sampling
3,3.2014080870829273,Thompson Sampling
3,2.8209997190341367,Thompson Sampling
3,4.772244016029791,Thompson Sampling
3,4.818084828923744,Thompson Sampling
3,5.620348861880663,Thompson Sampling
3,5.237860794209793,Thompson Sampling
3,4.459083827929619,Thompson Sampling
3,5.154116822455499,Thompson Sampling
3,4.551484890262775,Thompson Sampling
3,3.833925642243306,Thompson Sampling
3,4.5245404552747255,Thompson Sampling
3,4.781904956445826,Thompson Sampling
3,2.629831886130901,Thompson Sampling
3,3.7042019531440347,Thompson Sampling
3,1.9082202529546923,Thompson Sampling
3,5.035995971688038,Thompson Sampling
3,5.5085586587599975,Thompson Sampling
3,3.6333510256276376,Thompson Sampling
3,2.7351109291647275,Thompson Sampling
3,4.033497089136514,Thompson Sampling
3,3.0743573370837405,Thompson Sampling
3,3.2267068673546175,Thompson Sampling
3,4.068935783164288,Thompson Sampling
3,1.863735695742398,Thompson Sampling
3,2.4246131789863683,Thompson Sampling
3,4.032865099461721,Thompson Sampling
3,5.225316446219846,Thompson Sampling
3,4.335863421331102,Thompson Sampling
3,5.267529656553631,Thompson Sampling
3,3.795810071641016,Thompson Sampling
3,5.143882048710401,Thompson Sampling
3,5.975534742944217,Thompson Sampling
3,5.154009435958769,Thompson Sampling
3,2.7775760026631913,Thompson Sampling
3,3.079953663783109,Thompson Sampling
3,3.6681599527296895,Thompson Sampling
3,5.83899010972557,Thompson Sampling
3,6.0664921778289145,Thompson Sampling
3,3.632533362065753,Thompson Sampling
3,3.789280536848644,Thompson Sampling
3,3.033630190769507,Thompson Sampling
3,3.163060211313956,Thompson Sampling
3,3.832730422558388,Thompson Sampling
3,3.527234722145233,Thompson Sampling
3,3.9717611586393615,Thompson Sampling
3,4.200111559753368,Thompson Sampling
3,4.312962392791833,Thompson Sampling
3,4.72534992376182,Thompson Sampling
3,4.0012174829631935,Thompson Sampling
3,4.681444836602165,Thompson Sampling
3,3.232377224881886,Thompson Sampling
3,3.3289806852273656,Thompson Sampling
3,4.542696800915134,Thompson Sampling
3,4.60888858075639,Thompson Sampling
3,4.787297961063161,Thompson Sampling
3,5.159402677866995,Thompson Sampling
3,4.008505135905063,Thompson Sampling
3,4.157123353081779,Thompson Sampling
3,4.28585167224906,Thompson Sampling
3,4.67017961000703,Thompson Sampling
3,4.155452559294284,Thompson Sampling
3,3.6840458384075703,Thompson Sampling
3,4.776850459623572,Thompson Sampling
3,4.618948548416628,Thompson Sampling
3,4.361496441230256,Thompson Sampling
3,4.803873455949418,Thompson Sampling
3,3.0843265910632,Thompson Sampling
3,3.449089159139368,Thompson Sampling
3,3.0574348722279314,Thompson Sampling
3,3.8666584771350268,Thompson Sampling
3,5.6606495690755345,Thompson Sampling
3,5.988867139916435,Thompson Sampling
3,2.6974377769293776,Thompson Sampling
3,4.31815895034789,Thompson Sampling
3,3.317935148206509,Thompson Sampling
3,2.713945260500041,Thompson Sampling
3,3.9238510205814783,Thompson Sampling
3,2.778586153890683,Thompson Sampling
3,4.054937076934011,Thompson Sampling
3,3.7018999384348787,Thompson Sampling
3,4.09372825426344,Thompson Sampling
3,3.1276949104413494,Thompson Sampling
3,3.725399320766037,Thompson Sampling
3,5.36424075724497,Thompson Sampling
3,3.241452181536319,Thompson Sampling
3,3.8763783377086187,Thompson Sampling
3,4.2253965758172605,Thompson Sampling
3,3.4874394012655907,Thompson Sampling
3,2.918041863351804,Thompson Sampling
3,5.005053317239414,Thompson Sampling
3,2.3532543241791943,Thompson Sampling
3,5.040763330602972,Thompson Sampling
3,4.505885533402505,Thompson Sampling
3,4.596436229583966,Thompson Sampling
3,5.244306058866276,Thompson Sampling
3,4.621436080643409,Thompson Sampling
3,3.2927140118437386,Thompson Sampling
3,4.0062948540121415,Thompson Sampling
3,3.764893073314616,Thompson Sampling
3,5.26552806867648,Thompson Sampling
3,4.210733580496896,Thompson Sampling
3,3.663694981235007,Thompson Sampling
3,4.729319040805024,Thompson Sampling
3,4.292821095512625,Thompson Sampling
3,5.248657194762531,Thompson Sampling
3,5.20972467029727,Thompson Sampling
3,3.7968810581415253,Thompson Sampling
3,3.5403582664635556,Thompson Sampling
3,4.8378656837549165,Thompson Sampling
3,1.9378059247968449,Thompson Sampling
3,1.4824632571487988,Thompson Sampling
3,5.4649929868021605,Thompson Sampling
3,3.912888827572874,Thompson Sampling
3,4.203302655917583,Thompson Sampling
3,4.134284480822473,Thompson Sampling
3,5.70222835488368,Thompson Sampling
3,4.748316645896539,Thompson Sampling
3,5.555396514583555,Thompson Sampling
3,4.183967247052204,Thompson Sampling
3,3.617680069826758,Thompson Sampling
3,2.9461652260385534,Thompson Sampling
3,2.8442881089396996,Thompson Sampling
3,4.80221293750566,Thompson Sampling
3,2.0719587541341786,Thompson Sampling
3,3.220716237388811,Thompson Sampling
3,4.04110285011583,Thompson Sampling
3,3.8153708160448523,Thompson Sampling
3,4.548090140293433,Thompson Sampling
3,2.698132774862632,Thompson Sampling
3,4.022334924708506,Thompson Sampling
3,3.200210211100445,Thompson Sampling
3,2.9136973377971467,Thompson Sampling
3,3.7408142298540166,Thompson Sampling
3,3.076314322235637,Thompson Sampling
3,4.8948186187878076,Thompson Sampling
3,6.203519708542251,Thompson Sampling
3,5.594498580452164,Thompson Sampling
3,2.43041779117474,Thompson Sampling
3,3.6612464771776723,Thompson Sampling
3,3.3768308282337536,Thompson Sampling
3,1.4785600323508956,Thompson Sampling
3,4.721272557835397,Thompson Sampling
3,6.442241088674557,Thompson Sampling
3,4.412722924165933,Thompson Sampling
3,5.229145230586471,Thompson Sampling
3,4.572465000355657,Thompson Sampling
3,3.7077949157345786,Thompson Sampling
3,6.117870798028871,Thompson Sampling
3,4.58217316600103,Thompson Sampling
3,3.6534903531034155,Thompson Sampling
3,3.851214108876772,Thompson Sampling
3,3.886084656977134,Thompson Sampling
3,2.369336240991187,Thompson Sampling
3,4.524350721288164,Thompson Sampling
3,2.5760272242208746,Thompson Sampling
3,1.8905506376779515,Thompson Sampling
3,5.2909494872846015,Thompson Sampling
3,6.2355746729002,Thompson Sampling
3,3.166774225230898,Thompson Sampling
3,6.575821637556524,Thompson Sampling
3,5.021197188873186,Thompson Sampling
3,4.128181546716372,Thompson Sampling
3,4.86660522052626,Thompson Sampling
3,3.0312775303069386,Thompson Sampling
3,3.281371100632414,Thompson Sampling
3,2.7402615069185003,Thompson Sampling
3,2.044285557128504,Thompson Sampling
3,4.076647544592786,Thompson Sampling
3,3.64814917539414,Thompson Sampling
3,3.9712011171684165,Thompson Sampling
3,4.597004408147283,Thompson Sampling
3,4.610263761726259,Thompson Sampling
3,1.6341689605941387,Thompson Sampling
3,2.6186921627237636,Thompson Sampling
3,3.7767655281587187,Thompson Sampling
3,4.500700190661478,Thompson Sampling
3,3.91699440614683,Thompson Sampling
3,3.3571319209540995,Thompson Sampling
3,4.215718381485126,Thompson Sampling
3,3.1576831084466574,Thompson Sampling
3,4.497072210185049,Thompson Sampling
3,3.716426036587543,Thompson Sampling
3,5.026843365042339,Thompson Sampling
3,4.408433249288037,Thompson Sampling
3,2.032618018453769,Thompson Sampling
3,4.272717169362262,Thompson Sampling
3,4.984243360526538,Thompson Sampling
3,3.117306400834707,Thompson Sampling
3,5.672681985322984,Thompson Sampling
3,4.283212978991809,Thompson Sampling
3,3.1219567062737728,Thompson Sampling
3,5.28963688320351,Thompson Sampling
3,2.366247665755983,Thompson Sampling
3,4.353778281274164,Thompson Sampling
3,4.952559249861718,Thompson Sampling
3,4.121813507231484,Thompson Sampling
3,5.68332467146596,Thompson Sampling
3,3.0010641853616944,Thompson Sampling
3,3.4515796071193923,Thompson Sampling
3,6.168195701369574,Thompson Sampling
3,3.480539581402969,Thompson Sampling
3,4.07789911010688,Thompson Sampling
3,3.678950353366826,Thompson Sampling
3,3.3792854478369363,Thompson Sampling
3,4.3960684186035,Thompson Sampling
3,3.629052596267773,Thompson Sampling
3,3.7587629539706464,Thompson Sampling
3,2.7215199767556646,Thompson Sampling
3,2.614584434255267,Thompson Sampling
3,3.165510018252052,Thompson Sampling
3,3.5221633232883893,Thompson Sampling
3,3.707737160907466,Thompson Sampling
3,3.400972069668258,Thompson Sampling
3,4.108040185269705,Thompson Sampling
3,3.8544206579437783,Thompson Sampling
3,5.3670023272088505,Thompson Sampling
3,2.9394177987926886,Thompson Sampling
3,3.59656788536302,Thompson Sampling
3,4.178204737906604,Thompson Sampling
3,4.123843408872993,Thompson Sampling
3,4.670273769178944,Thompson Sampling
3,5.701409637559679,Thompson Sampling
3,5.378627938744177,Thompson Sampling
3,3.2953760495753723,Thompson Sampling
3,2.958613098302047,Thompson Sampling
3,3.9089945894344855,Thompson Sampling
3,2.7842810843920613,Thompson Sampling
3,4.50596111743082,Thompson Sampling
3,4.189269295560809,Thompson Sampling
3,2.5941566631535724,Thompson Sampling
3,3.6027005705966872,Thompson Sampling
3,3.6413969006922815,Thompson Sampling
3,3.2036472567840737,Thompson Sampling
3,5.463097268283196,Thompson Sampling
3,3.4287587663070926,Thompson Sampling
3,3.807407749652255,Thompson Sampling
3,3.826253212214469,Thompson Sampling
3,2.877085599329382,Thompson Sampling
3,3.0867302947349944,Thompson Sampling
3,4.377018773146102,Thompson Sampling
3,3.657284685508024,Thompson Sampling
3,4.698033395866317,Thompson Sampling
3,4.407096452444826,Thompson Sampling
3,2.4864796349781733,Thompson Sampling
3,4.5767980669416435,Thompson Sampling
3,2.589592649072027,Thompson Sampling
3,3.959019797456841,Thompson Sampling
3,5.644894142184603,Thompson Sampling
3,6.155537855188007,Thompson Sampling
3,1.298937114126232,Thompson Sampling
3,5.519927504484285,Thompson Sampling
3,5.169042600187877,Thompson Sampling
3,3.537877718746545,Thompson Sampling
3,3.540017615801163,Thompson Sampling
3,4.338111329694004,Thompson Sampling
3,3.3689924444822,Thompson Sampling
3,4.9026240718180345,Thompson Sampling
3,2.6881367349620993,Thompson Sampling
3,3.8032003144387527,Thompson Sampling
3,3.3065995234016112,Thompson Sampling
3,5.8774317985711635,Thompson Sampling
3,4.88783690300438,Thompson Sampling
3,2.9507804883325184,Thompson Sampling
3,4.617808547788433,Thompson Sampling
3,5.349648223055241,Thompson Sampling
3,3.996955947352808,Thompson Sampling
3,3.901748796920418,Thompson Sampling
3,3.9985175831638844,Thompson Sampling
3,4.903272017509107,Thompson Sampling
3,3.7246654659492733,Thompson Sampling
3,3.1775265311003347,Thompson Sampling
3,3.452843040636571,Thompson Sampling
3,3.73085093526282,Thompson Sampling
3,2.3292021192266095,Thompson Sampling
3,5.080430522632035,Thompson Sampling
